Provider,Zone,Sub-region,Flavor,Slug,CPU,RAM(in GB),Hourly,Monthly,1-Year no up.,1-Year par. up.,1-Year par. fee,1-Year all up.,2-Year no up.,2-Year par. up.,2-Year par. fee,2-Year all up.,3-Year no up.,3-Year par. up.,3-Year par. fee,3-Year all up.,currency,rate
Microsoft Azure,Norway East,eu-north,Standard_E2s_v4,standard_e2s_v4,2,16.0,0.167,,0.099,,,,,,,,0.064,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E4-2s_v4,standard_e4-2s_v4,4,32.0,0.334,,0.197,,,,,,,,0.127,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E4s_v4,standard_e4s_v4,4,32.0,0.334,,0.197,,,,,,,,0.127,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E8-2s_v4,standard_e8-2s_v4,8,64.0,0.669,,0.395,,,,,,,,0.254,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E8-4s_v4,standard_e8-4s_v4,8,64.0,0.669,,0.395,,,,,,,,0.254,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E8s_v4,standard_e8s_v4,8,64.0,0.669,,0.395,,,,,,,,0.254,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E2_v4,standard_e2_v4,2,16.0,0.167,,0.099,,,,,,,,0.064,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E4_v4,standard_e4_v4,4,32.0,0.334,,0.197,,,,,,,,0.127,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E8_v4,standard_e8_v4,8,64.0,0.669,,0.395,,,,,,,,0.254,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E2_v5,standard_e2_v5,2,16.0,0.167,,0.099,,,,,,,,0.064,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E4_v5,standard_e4_v5,4,32.0,0.334,,0.197,,,,,,,,0.127,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_E8_v5,standard_e8_v5,8,64.0,0.669,,0.395,,,,,,,,0.254,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_F2s_v2,standard_f2s_v2,2,4.0,0.107,,0.063,,,,,,,,0.038,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_F4s_v2,standard_f4s_v2,4,8.0,0.214,,0.126,,,,,,,,0.077,,,,USD,1.0
Microsoft Azure,Norway East,eu-north,Standard_F8s_v2,standard_f8s_v2,8,16.0,0.427,,0.252,,,,,,,,0.154,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A2m_v2,standard_a2m_v2,2,16.0,0.177,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A4m_v2,standard_a4m_v2,4,32.0,0.372,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A8m_v2,standard_a8m_v2,8,64.0,0.781,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A1_v2,standard_a1_v2,1,2.0,0.059,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A2_v2,standard_a2_v2,2,4.0,0.124,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A4_v2,standard_a4_v2,4,8.0,0.262,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_A8_v2,standard_a8_v2,8,16.0,0.548,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B1ls,standard_b1ls,1,512.0,0.009,,0.005,,,,,,,,0.003,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B1ms,standard_b1ms,1,2.0,0.034,,0.02,,,,,,,,0.013,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B2ms,standard_b2ms,2,8.0,0.137,,0.08,,,,,,,,0.052,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B4ms,standard_b4ms,4,16.0,0.275,,0.161,,,,,,,,0.104,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B8ms,standard_b8ms,8,32.0,0.549,,0.321,,,,,,,,0.207,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B1s,standard_b1s,1,1.0,0.017,,0.01,,,,,,,,0.007,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_B2s,standard_b2s,2,4.0,0.069,,0.04,,,,,,,,0.026,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS11-1_v2,standard_ds11-1_v2,2,14.0,0.272,,0.176,,,,,,,,0.117,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS12-1_v2,standard_ds12-1_v2,4,28.0,0.542,,0.352,,,,,,,,0.234,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS12-2_v2,standard_ds12-2_v2,4,28.0,0.542,,0.352,,,,,,,,0.234,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS13-2_v2,standard_ds13-2_v2,8,56.0,1.085,,0.705,,,,,,,,0.467,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS13-4_v2,standard_ds13-4_v2,8,56.0,1.085,,0.705,,,,,,,,0.467,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS1_v2,standard_ds1_v2,1,3.5,0.097,,0.059,,,,,,,,0.04,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS2_v2,standard_ds2_v2,2,7.0,0.194,,0.117,,,,,,,,0.08,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS11_v2,standard_ds11_v2,2,14.0,0.272,,0.176,,,,,,,,0.117,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS3_v2,standard_ds3_v2,4,14.0,0.389,,0.234,,,,,,,,0.161,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS12_v2,standard_ds12_v2,4,28.0,0.542,,0.352,,,,,,,,0.234,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS4_v2,standard_ds4_v2,8,28.0,0.778,,0.47,,,,,,,,0.321,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_DS13_v2,standard_ds13_v2,8,56.0,1.085,,0.705,,,,,,,,0.467,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2d_v4,standard_d2d_v4,2,8.0,0.194,,0.115,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4d_v4,standard_d4d_v4,4,16.0,0.389,,0.229,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8d_v4,standard_d8d_v4,8,32.0,0.778,,0.459,,,,,,,,0.296,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2d_v5,standard_d2d_v5,2,8.0,0.194,,0.115,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4d_v5,standard_d4d_v5,4,16.0,0.389,,0.229,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8d_v5,standard_d8d_v5,8,32.0,0.778,,0.459,,,,,,,,0.296,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2ds_v4,standard_d2ds_v4,2,8.0,0.194,,0.115,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4ds_v4,standard_d4ds_v4,4,16.0,0.389,,0.229,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8ds_v4,standard_d8ds_v4,8,32.0,0.778,,0.459,,,,,,,,0.296,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2ds_v5,standard_d2ds_v5,2,8.0,0.194,,0.115,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4ds_v5,standard_d4ds_v5,4,16.0,0.389,,0.229,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8ds_v5,standard_d8ds_v5,8,32.0,0.778,,0.459,,,,,,,,0.296,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2s_v4,standard_d2s_v4,2,8.0,0.164,,0.097,,,,,,,,0.062,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4s_v4,standard_d4s_v4,4,16.0,0.329,,0.194,,,,,,,,0.125,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8s_v4,standard_d8s_v4,8,32.0,0.658,,0.388,,,,,,,,0.25,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2s_v5,standard_d2s_v5,2,8.0,0.164,,0.097,,,,,,,,0.062,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4s_v5,standard_d4s_v5,4,16.0,0.329,,0.194,,,,,,,,0.125,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8s_v5,standard_d8s_v5,8,32.0,0.658,,0.388,,,,,,,,0.25,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2_v4,standard_d2_v4,2,8.0,0.164,,0.097,,,,,,,,0.062,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4_v4,standard_d4_v4,4,16.0,0.329,,0.194,,,,,,,,0.125,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8_v4,standard_d8_v4,8,32.0,0.658,,0.388,,,,,,,,0.25,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D2_v5,standard_d2_v5,2,8.0,0.164,,0.097,,,,,,,,0.062,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D4_v5,standard_d4_v5,4,16.0,0.329,,0.194,,,,,,,,0.125,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_D8_v5,standard_d8_v5,8,32.0,0.658,,0.388,,,,,,,,0.25,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2bs_v5,standard_e2bs_v5,2,16.0,0.277,,0.163,,,,,,,,0.097,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4bs_v5,standard_e4bs_v5,4,32.0,0.554,,0.327,,,,,,,,0.194,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8bs_v5,standard_e8bs_v5,8,64.0,1.108,,0.654,,,,,,,,0.388,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2d_v4,standard_e2d_v4,2,16.0,0.247,,0.146,,,,,,,,0.094,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4d_v4,standard_e4d_v4,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8d_v4,standard_e8d_v4,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2d_v5,standard_e2d_v5,2,16.0,0.247,,0.146,,,,,,,,0.094,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4d_v5,standard_e4d_v5,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8d_v5,standard_e8d_v5,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2ds_v4,standard_e2ds_v4,2,16.0,0.247,,0.146,,,,,,,,0.094,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4-2ds_v4,standard_e4-2ds_v4,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4ds_v4,standard_e4ds_v4,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-2ds_v4,standard_e8-2ds_v4,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-4ds_v4,standard_e8-4ds_v4,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8ds_v4,standard_e8ds_v4,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2ds_v5,standard_e2ds_v5,2,16.0,0.247,,0.146,,,,,,,,0.094,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4-2ds_v5,standard_e4-2ds_v5,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4ds_v5,standard_e4ds_v5,4,32.0,0.495,,0.292,,,,,,,,0.188,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-2ds_v5,standard_e8-2ds_v5,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-4ds_v5,standard_e8-4ds_v5,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8ds_v5,standard_e8ds_v5,8,64.0,0.99,,0.584,,,,,,,,0.376,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2s_v5,standard_e2s_v5,2,16.0,0.217,,0.128,,,,,,,,0.083,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4-2s_v5,standard_e4-2s_v5,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4s_v5,standard_e4s_v5,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-2s_v5,standard_e8-2s_v5,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-4s_v5,standard_e8-4s_v5,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8s_v5,standard_e8s_v5,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2s_v4,standard_e2s_v4,2,16.0,0.217,,0.128,,,,,,,,0.083,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4-2s_v4,standard_e4-2s_v4,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4s_v4,standard_e4s_v4,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-2s_v4,standard_e8-2s_v4,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8-4s_v4,standard_e8-4s_v4,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8s_v4,standard_e8s_v4,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2_v4,standard_e2_v4,2,16.0,0.217,,0.128,,,,,,,,0.083,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4_v4,standard_e4_v4,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8_v4,standard_e8_v4,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E2_v5,standard_e2_v5,2,16.0,0.217,,0.128,,,,,,,,0.083,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E4_v5,standard_e4_v5,4,32.0,0.435,,0.257,,,,,,,,0.165,,,,USD,1.0
Microsoft Azure,Norway West,eu-north,Standard_E8_v5,standard_e8_v5,8,64.0,0.869,,0.513,,,,,,,,0.33,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A2m_v2,standard_a2m_v2,2,16.0,0.113,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A4m_v2,standard_a4m_v2,4,32.0,0.226,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A8m_v2,standard_a8m_v2,8,64.0,0.453,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A1_v2,standard_a1_v2,1,2.0,0.041,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A2_v2,standard_a2_v2,2,4.0,0.086,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A4_v2,standard_a4_v2,4,8.0,0.182,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_A8_v2,standard_a8_v2,8,16.0,0.38,,,,,,,,,,,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B1ls,standard_b1ls,1,512.0,0.005,,0.003,,,,,,,,0.002,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B1ms,standard_b1ms,1,2.0,0.022,,0.013,,,,,,,,0.008,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B2ms,standard_b2ms,2,8.0,0.086,,0.051,,,,,,,,0.032,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B4ms,standard_b4ms,4,16.0,0.173,,0.102,,,,,,,,0.065,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B8ms,standard_b8ms,8,32.0,0.346,,0.203,,,,,,,,0.13,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B1s,standard_b1s,1,1.0,0.011,,0.006,,,,,,,,0.004,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_B2s,standard_b2s,2,4.0,0.043,,0.025,,,,,,,,0.016,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS11-1_v2,standard_ds11-1_v2,2,14.0,0.171,,0.111,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS12-1_v2,standard_ds12-1_v2,4,28.0,0.345,,0.224,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS12-2_v2,standard_ds12-2_v2,4,28.0,0.345,,0.224,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS13-2_v2,standard_ds13-2_v2,8,56.0,0.691,,0.449,,,,,,,,0.297,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS13-4_v2,standard_ds13-4_v2,8,56.0,0.691,,0.449,,,,,,,,0.297,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS1_v2,standard_ds1_v2,1,3.5,0.068,,0.041,,,,,,,,0.028,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS2_v2,standard_ds2_v2,2,7.0,0.136,,0.083,,,,,,,,0.056,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS11_v2,standard_ds11_v2,2,14.0,0.171,,0.111,,,,,,,,0.074,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS3_v2,standard_ds3_v2,4,14.0,0.272,,0.166,,,,,,,,0.112,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS12_v2,standard_ds12_v2,4,28.0,0.345,,0.224,,,,,,,,0.148,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS4_v2,standard_ds4_v2,8,28.0,0.544,,0.332,,,,,,,,0.223,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_DS13_v2,standard_ds13_v2,8,56.0,0.691,,0.449,,,,,,,,0.297,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2as_v5,standard_d2as_v5,2,8.0,0.092,,0.054,,,,,,,,0.035,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4as_v5,standard_d4as_v5,4,16.0,0.184,,0.109,,,,,,,,0.07,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8as_v5,standard_d8as_v5,8,32.0,0.368,,0.217,,,,,,,,0.14,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2d_v4,standard_d2d_v4,2,8.0,0.12,,0.071,,,,,,,,0.046,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4d_v4,standard_d4d_v4,4,16.0,0.24,,0.142,,,,,,,,0.091,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8d_v4,standard_d8d_v4,8,32.0,0.48,,0.283,,,,,,,,0.182,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2d_v5,standard_d2d_v5,2,8.0,0.12,,0.071,,,,,,,,0.046,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4d_v5,standard_d4d_v5,4,16.0,0.24,,0.142,,,,,,,,0.091,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8d_v5,standard_d8d_v5,8,32.0,0.48,,0.283,,,,,,,,0.182,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2ds_v4,standard_d2ds_v4,2,8.0,0.12,,0.071,,,,,,,,0.046,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4ds_v4,standard_d4ds_v4,4,16.0,0.24,,0.142,,,,,,,,0.091,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8ds_v4,standard_d8ds_v4,8,32.0,0.48,,0.283,,,,,,,,0.182,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2ds_v5,standard_d2ds_v5,2,8.0,0.12,,0.071,,,,,,,,0.046,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4ds_v5,standard_d4ds_v5,4,16.0,0.24,,0.142,,,,,,,,0.091,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8ds_v5,standard_d8ds_v5,8,32.0,0.48,,0.283,,,,,,,,0.182,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2s_v4,standard_d2s_v4,2,8.0,0.102,,0.06,,,,,,,,0.039,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4s_v4,standard_d4s_v4,4,16.0,0.204,,0.12,,,,,,,,0.078,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8s_v4,standard_d8s_v4,8,32.0,0.408,,0.241,,,,,,,,0.155,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2s_v5,standard_d2s_v5,2,8.0,0.102,,0.06,,,,,,,,0.039,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4s_v5,standard_d4s_v5,4,16.0,0.204,,0.12,,,,,,,,0.078,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8s_v5,standard_d8s_v5,8,32.0,0.408,,0.241,,,,,,,,0.155,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2_v4,standard_d2_v4,2,8.0,0.102,,0.06,,,,,,,,0.039,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4_v4,standard_d4_v4,4,16.0,0.204,,0.12,,,,,,,,0.078,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8_v4,standard_d8_v4,8,32.0,0.408,,0.241,,,,,,,,0.155,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D2_v5,standard_d2_v5,2,8.0,0.102,,0.06,,,,,,,,0.039,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D4_v5,standard_d4_v5,4,16.0,0.204,,0.12,,,,,,,,0.078,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_D8_v5,standard_d8_v5,8,32.0,0.408,,0.241,,,,,,,,0.155,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2as_v5,standard_e2as_v5,2,16.0,0.121,,0.071,,,,,,,,0.046,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4-2as_v5,standard_e4-2as_v5,4,32.0,0.242,,0.143,,,,,,,,0.092,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4as_v5,standard_e4as_v5,4,32.0,0.242,,0.143,,,,,,,,0.092,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8-2as_v5,standard_e8-2as_v5,8,64.0,0.484,,0.286,,,,,,,,0.184,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8-4as_v5,standard_e8-4as_v5,8,64.0,0.484,,0.286,,,,,,,,0.184,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8as_v5,standard_e8as_v5,8,64.0,0.484,,0.286,,,,,,,,0.184,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2bs_v5,standard_e2bs_v5,2,16.0,0.16,,0.094,,,,,,,,0.056,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4bs_v5,standard_e4bs_v5,4,32.0,0.319,,0.188,,,,,,,,0.112,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8bs_v5,standard_e8bs_v5,8,64.0,0.638,,0.376,,,,,,,,0.223,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2d_v4,standard_e2d_v4,2,16.0,0.152,,0.09,,,,,,,,0.058,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4d_v4,standard_e4d_v4,4,32.0,0.304,,0.179,,,,,,,,0.116,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8d_v4,standard_e8d_v4,8,64.0,0.608,,0.359,,,,,,,,0.231,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2d_v5,standard_e2d_v5,2,16.0,0.152,,0.09,,,,,,,,0.058,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4d_v5,standard_e4d_v5,4,32.0,0.304,,0.179,,,,,,,,0.116,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8d_v5,standard_e8d_v5,8,64.0,0.608,,0.359,,,,,,,,0.231,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2ds_v4,standard_e2ds_v4,2,16.0,0.152,,0.09,,,,,,,,0.058,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4-2ds_v4,standard_e4-2ds_v4,4,32.0,0.304,,0.179,,,,,,,,0.116,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4ds_v4,standard_e4ds_v4,4,32.0,0.304,,0.179,,,,,,,,0.116,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8-2ds_v4,standard_e8-2ds_v4,8,64.0,0.608,,0.359,,,,,,,,0.231,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8-4ds_v4,standard_e8-4ds_v4,8,64.0,0.608,,0.359,,,,,,,,0.231,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E8ds_v4,standard_e8ds_v4,8,64.0,0.608,,0.359,,,,,,,,0.231,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E2s_v4,standard_e2s_v4,2,16.0,0.134,,0.079,,,,,,,,0.051,,,,USD,1.0
Microsoft Azure,Sweden Central,eu-north,Standard_E4-2s_v4,standard_e4-2s_v4,4,32.0,0.268,,0.158,,,,,,,,0.102,,,,USD,1.0
